Serial,Event,&quot;Province&quot;,Date (YMD),Directly affected,Indirectly Affected,Losses $USD
9123,FLOOD,ZAMBEZIA,24/11/2022,0,0,0
45669,EPIDEMIC,ZAMBEZIA,2009/0/0,0,6393,0
45768,EPIDEMIC,ZAMBEZIA,2007/0/0,0,1927,0
45769,EPIDEMIC,ZAMBEZIA,2007/0/0,0,564,0
45673,EPIDEMIC,ZAMBEZIA,2006/0/0,0,56446,0
101054,FLOOD,MAPUTO,2001/0/0,0,0,0
45671,EPIDEMIC,ZAMBEZIA,2005/0/0,0,50409,0
45672,EPIDEMIC,ZAMBEZIA,2005/0/0,0,6371,0
45674,EPIDEMIC,ZAMBEZIA,2007/0/0,0,73641,0
45825,DROUGHT,ZAMBEZIA,08/04/2004,0,0,0
81833,DROUGHT,INHAMBANE,1995/0/0,0,25000,0
101070,FLOOD,INHAMBANE,2000/1/0,1783,8915,0
81828,PLAGUE,INHAMBANE,1991/0/0,0,0,0
81872,PLAGUE,INHAMBANE,1998/0/0,0,0,0
101067,ALLUVION,INHAMBANE,1999/1/0,525,3710,0
81576,FLASH FLOOD,INHAMBANE,1996/0/0,0,0,0
81532,DROUGHT,INHAMBANE,1997/4/0,0,0,0
81537,FLASH FLOOD,INHAMBANE,1999/1/0,1136,2202,0
74596,CONFLICT MAN WILD FAUNA ,SOFALA,2004/0/0,0,125,0
27910,EPIDEMIC,CABO DELGADO,2005/0/0,0,11573,0
28035,EPIDEMIC,CABO DELGADO,2005/0/0,0,1331,0
28036,EPIDEMIC,CABO DELGADO,2005/0/0,0,450,0
27912,EPIDEMIC,CABO DELGADO,2005/0/0,0,1331,0
27876,EPIDEMIC,CABO DELGADO,2005/0/0,804,0,0
27875,EPIDEMIC,CABO DELGADO,2005/0/0,2134,0,0
28004,EPIDEMIC,CABO DELGADO,2005/1/0,0,2372,0
93872,DROUGHT,GAZA,2005/0/0,0,3802,0
100276,DROUGHT,GAZA,2005/0/0,0,5447,0
93870,DROUGHT,GAZA,2005/0/0,0,4555,0
81519,CONFLICT MAN WILD FAUNA ,INHAMBANE,2005/11/0,0,0,0
81671,CONFLICT MAN WILD FAUNA ,INHAMBANE,2005/0/0,0,0,0
62240,EPIDEMIC,MANICA,2005/0/0,0,47254,0
62223,EPIDEMIC,MANICA,2005/0/0,0,44330,0
35970,EPIDEMIC,NAMPULA,2005/0/0,0,34373,0
35971,EPIDEMIC,NAMPULA,2005/0/0,0,2569,0
36866,EPIDEMIC,NAMPULA,2005/0/0,0,32890,0
100660,FLOOD,GAZA,1999/1/0,15000,6415,0
100657,FLOOD,GAZA,1999/1/0,4910,982,0
100658,FLOOD,GAZA,1999/1/0,15970,3194,0
111483,FLOOD,MAPUTO,26/02/1998,0,2103,0
53231,FLASH FLOOD,CABO DELGADO,25/02/1997,0,3975,0
28252,FLASH FLOOD,CABO DELGADO,1998/1/0,0,410,0
111132,EPIDEMIC,MAPUTO,2003/2/0,0,196,0
111296,FOREST FIRE,MAPUTO,2004/0/0,0,0,0
28269,FLOOD,CABO DELGADO,2000/0/0,0,1000,0
100843,FLOOD,CABO DELGADO,24/07/2000,0,2400,0
28044,EPIDEMIC,CABO DELGADO,2003/0/0,0,72,0
28257,FLOOD,CABO DELGADO,2000/0/0,0,750,0
28258,DROUGHT,CABO DELGADO,2000/0/0,0,600,0
28254,DROUGHT,CABO DELGADO,2000/0/0,0,2500,0
45417,EPIDEMIC,ZAMBEZIA,2001/0/0,0,79386,0
28335,FLASH FLOOD,CABO DELGADO,2006/0/0,0,6555,0
27826,DROUGHT,CABO DELGADO,2006/10/0,0,230,0
27848,EPIDEMIC,CABO DELGADO,2006/0/0,0,2900,0
27829,CONFLICT MAN WILD FAUNA ,CABO DELGADO,2006/10/0,0,7376,0
27948,PLAGUE,CABO DELGADO,13/01/2006,0,0,0
27911,EPIDEMIC,CABO DELGADO,28/03/2006,0,11757,0
28038,EPIDEMIC,CABO DELGADO,23/02/2006,0,464,0
27913,EPIDEMIC,CABO DELGADO,2006/0/0,0,1243,0
27936,CONFLICT MAN WILD FAUNA ,CABO DELGADO,27/03/2006,0,525,0
27921,CONFLICT MAN WILD FAUNA ,CABO DELGADO,25/05/2006,0,0,0
27938,FLASH FLOOD,CABO DELGADO,02/03/2006,0,210,0
17237,EPIDEMIC,NIASSA,2009/9/0,0,30,0
27939,EPIDEMIC,CABO DELGADO,23/02/2006,0,54,0
28329,FLASH FLOOD,CABO DELGADO,2006/0/0,0,2605,0
27991,EPIDEMIC,CABO DELGADO,2006/0/0,0,3353,0
27994,EPIDEMIC,CABO DELGADO,2006/0/0,0,503,0
27998,CONFLICT MAN WILD FAUNA ,CABO DELGADO,2006/0/0,0,0,0
28124,FLOOD,CABO DELGADO,2007/0/0,0,5570,0
36235,CONFLICT MAN WILD FAUNA ,CABO DELGADO,24/12/2007,0,500,0
27847,EPIDEMIC,CABO DELGADO,2007/0/0,0,4126,0
28118,FLOOD,CABO DELGADO,2007/0/0,0,22760,0
36236,CONFLICT MAN WILD FAUNA ,CABO DELGADO,24/12/2007,0,0,0
17494,EPIDEMIC,CABO DELGADO,2007/0/0,0,123,0
28321,FOREST FIRE,CABO DELGADO,2007/0/0,0,0,0
17492,EPIDEMIC,CABO DELGADO,2007/2/0,0,1012,0
28024,EPIDEMIC,CABO DELGADO,2007/0/0,0,703,0
27992,EPIDEMIC,CABO DELGADO,2007/0/0,0,3369,0
27882,EPIDEMIC,CABO DELGADO,2007/0/0,1331,0,0
27881,EPIDEMIC,CABO DELGADO,2007/0/0,3298,0,0
28312,CONFLICT MAN WILD FAUNA ,CABO DELGADO,2007/0/0,0,280,0
28213,PLAGUE,CABO DELGADO,2008/0/0,0,0,0
28230,CONFLICT MAN WILD FAUNA ,CABO DELGADO,2008/0/0,0,0,0
28217,CONFLICT MAN WILD FAUNA ,CABO DELGADO,2008/0/0,0,0,0
28219,CONFLICT MAN WILD FAUNA ,CABO DELGADO,2008/0/0,0,0,0
28215,CONFLICT MAN WILD FAUNA ,CABO DELGADO,2008/0/0,0,0,0
27836,CONFLICT MAN WILD FAUNA ,CABO DELGADO,2008/3/0,0,0,0
28075,FLASH FLOOD,CABO DELGADO,2008/0/0,0,0,0
36702,RAINS,CABO DELGADO,25/12/2008,15,0,0
27955,CONFLICT MAN WILD FAUNA ,CABO DELGADO,18/11/2008,0,0,0
27956,PLAGUE,CABO DELGADO,18/11/2008,0,0,0
27947,EPIDEMIC,CABO DELGADO,29/04/2008,0,569,0
27946,EPIDEMIC,CABO DELGADO,2008/0/0,0,1512,0
28051,CONFLICT MAN WILD FAUNA ,CABO DELGADO,2008/0/0,0,0,0
28070,RAINS,CABO DELGADO,2008/0/0,0,0,0
27852,EPIDEMIC,CABO DELGADO,2008/0/0,0,3213,0
27872,CONFLICT MAN WILD FAUNA ,CABO DELGADO,2008/0/0,1,0,0
17269,EPIDEMIC,NIASSA,2005/0/0,0,25788,0
17679,EPIDEMIC,NIASSA,2005/0/0,0,13314,0
17730,EPIDEMIC,NIASSA,2005/0/0,0,4986,0
17733,EPIDEMIC,NIASSA,2005/0/0,0,2570,0
17449,CONFLICT MAN WILD FAUNA ,NIASSA,2005/10/0,0,0,0
17457,CONFLICT MAN WILD FAUNA ,NIASSA,2005/4/0,0,4,0
17448,CONFLICT MAN WILD FAUNA ,NIASSA,2005/9/0,0,0,0
36437,DROUGHT,NAMPULA,2005/0/0,0,970,0
36436,DROUGHT,NAMPULA,2005/0/0,0,660,0
27884,EPIDEMIC,CABO DELGADO,2008/0/0,1638,0,0
27890,EPIDEMIC,CABO DELGADO,2008/0/0,3103,0,0
28013,EPIDEMIC,CABO DELGADO,2008/0/0,0,2022,0
28015,EPIDEMIC,CABO DELGADO,2008/0/0,0,242,0
36900,OTHER,NAMPULA,2001/9/0,0,0,0
36514,OTHER,NAMPULA,10/12/2005,8,19,0
27840,DROUGHT,CABO DELGADO,2009/1/0,0,400,0
27842,CONFLICT MAN WILD FAUNA ,CABO DELGADO,2009/1/0,0,0,0
101004,DROUGHT,INHAMBANE,2001/1/0,0,0,0
101030,FLOOD,GAZA,2000/10/0,0,13497,0
93984,FLOOD,GAZA,26/02/2000,0,0,0
93982,FLOOD,GAZA,2000/0/0,0,0,0
17284,FLASH FLOOD,NIASSA,12/11/2006,0,0,0
17335,FIRE,NIASSA,26/10/2006,0,0,0
17741,CONFLICT MAN WILD FAUNA ,NIASSA,2006/0/0,0,0,0
17357,FOREST FIRE,NIASSA,16/10/2006,0,0,0
17667,FOREST FIRE,NIASSA,16/10/2006,0,0,0
17364,CONFLICT MAN WILD FAUNA ,NIASSA,2006/0/0,0,0,0
17725,CONFLICT MAN WILD FAUNA ,NIASSA,2006/0/0,0,60,0
17688,FOREST FIRE,NIASSA,13/10/2006,0,0,0
17550,CONFLICT MAN WILD FAUNA ,NIASSA,2006/0/0,0,0,0
17784,CONFLICT MAN WILD FAUNA ,NIASSA,2006/0/0,0,0,0
17322,STRONG WIND,NIASSA,25/11/2006,0,0,0
17507,FOREST FIRE,NIASSA,2007/9/0,0,0,0
17668,FOREST FIRE,NIASSA,05/10/2006,0,0,0
17673,CONFLICT MAN WILD FAUNA ,NIASSA,09/03/2007,0,0,0
17645,FOREST FIRE,NIASSA,2007/8/0,0,0,0
93887,DROUGHT,GAZA,2002/0/0,0,5978,0
93888,DROUGHT,GAZA,2002/0/0,0,14304,0
17347,CONFLICT MAN WILD FAUNA ,NIASSA,09/06/2007,0,0,0
17516,FOREST FIRE,NIASSA,2007/0/0,0,0,0
17780,PLAGUE,NIASSA,2007/0/0,0,0,0
17408,CONFLICT MAN WILD FAUNA ,NIASSA,2008/0/0,0,0,0
17524,CONFLICT MAN WILD FAUNA ,NIASSA,2008/8/0,0,0,0
74399,EPIDEMIC,SOFALA,2005/0/0,0,224,0
74605,EPIDEMIC,SOFALA,30/03/2005,0,9,0
17239,EPIDEMIC,NIASSA,2007/3/0,0,99,0
17692,CONFLICT MAN WILD FAUNA ,NIASSA,2008/0/0,0,0,0
17349,FIRE,NIASSA,2008/8/0,0,0,0
17240,FOREST FIRE,NIASSA,13/08/2008,0,0,0
17245,FOREST FIRE,NIASSA,13/08/2008,0,0,0
17115,THUNDER STORM,NIASSA,2008/0/0,0,0,0
17407,CONFLICT MAN WILD FAUNA ,NIASSA,2009/0/0,0,0,0
81907,PLAGUE,INHAMBANE,2006/7/0,0,0,0
17759,CONFLICT MAN WILD FAUNA ,NIASSA,2009/0/0,0,0,0
17121,CONFLICT MAN WILD FAUNA ,NIASSA,23/07/2009,0,600,0
17434,FLASH FLOOD,NIASSA,01/03/2009,0,905,0
17603,CONFLICT MAN WILD FAUNA ,NIASSA,2009/0/0,0,0,0
17432,CONFLICT MAN WILD FAUNA ,NIASSA,2009/1/0,0,0,0
36355,STORM,NAMPULA,01/03/2006,0,905,0
35973,EPIDEMIC,NAMPULA,2006/0/0,0,2714,0
35972,EPIDEMIC,NAMPULA,2006/0/0,0,30063,0
36735,EPIDEMIC,NAMPULA,2006/1/0,0,153,0
36329,FIRE,NAMPULA,18/09/2006,0,0,0
36587,STRONG WIND,NAMPULA,18/09/2006,0,0,0
36551,PLAGUE,NAMPULA,2006/3/0,0,0,0
36687,CONFLICT MAN WILD FAUNA ,NAMPULA,2006/0/0,0,0,0
36357,STORM,NAMPULA,15/04/2006,0,150,0
36390,FLASH FLOOD,NAMPULA,02/01/2006,0,0,0
36173,CYCLONE,NAMPULA,01/01/2004,0,2580,0
37074,PLAGUE,NAMPULA,2007/0/0,0,0,0
36467,FOREST FIRE,NAMPULA,15/11/2007,0,0,0
36600,CYCLONE,NAMPULA,2007/11/0,0,13970,0
36486,STORM,NAMPULA,29/04/2007,0,17,0
36946,FLASH FLOOD,NAMPULA,2008/0/0,0,139,0
36981,DROUGHT,NAMPULA,2008/4/0,0,0,0
36635,CYCLONE,NAMPULA,07/03/2008,0,0,0
36762,FOREST FIRE,NAMPULA,01/09/2008,0,8,0
36066,DROUGHT,MAPUTO,2001/0/0,0,0,0
52961,EPIDEMIC,TETE,2007/12/0,0,43,0
45860,EPIDEMIC,ZAMBEZIA,2005/0/0,0,0,0
37061,FOREST FIRE,NAMPULA,2009/9/0,0,0,0
36959,PLAGUE,NAMPULA,2009/0/0,0,0,0
36950,CONFLICT MAN WILD FAUNA ,NAMPULA,2009/5/0,0,0,0
36589,ACCIDENT,NAMPULA,2009/8/0,0,0,0
37025,CONFLICT MAN WILD FAUNA ,NAMPULA,2009/0/0,0,0,0
45394,CONFLICT MAN WILD FAUNA ,ZAMBEZIA,03/11/2006,0,0,0
36804,STORM,NAMPULA,22/12/2007,0,1210,0
36619,CYCLONE,NAMPULA,08/03/2008,0,0,0
36765,CONFLICT MAN WILD FAUNA ,NAMPULA,2008/2/0,0,0,0
45666,EPIDEMIC,ZAMBEZIA,2006/0/0,0,8847,0
45168,PLAGUE,ZAMBEZIA,2006/0/0,0,0,0
45166,PLAGUE,ZAMBEZIA,2006/0/0,0,0,0
45165,PLAGUE,ZAMBEZIA,2006/0/0,0,0,0
45683,FLASH FLOOD,ZAMBEZIA,2007/3/0,0,846,0
45746,CONFLICT MAN WILD FAUNA ,ZAMBEZIA,2005/0/0,0,0,0
45841,EPIDEMIC,ZAMBEZIA,2005/0/0,0,27783,0
45842,EPIDEMIC,ZAMBEZIA,2005/0/0,0,0,0
45763,FLOOD,ZAMBEZIA,17/01/2007,0,32857,0
45781,EPIDEMIC,ZAMBEZIA,2003/0/0,0,4439,0
53016,PLAGUE,TETE,14/02/2001,0,0,0
45181,CONFLICT MAN WILD FAUNA ,ZAMBEZIA,2007/0/0,0,0,0
45474,EPIDEMIC,ZAMBEZIA,2008/0/0,0,1927,0
45467,EPIDEMIC,ZAMBEZIA,2008/0/0,564,564,0
45282,PLAGUE,ZAMBEZIA,2008/0/0,0,0,0
36673,CONFLICT MAN WILD FAUNA ,NAMPULA,2002/0/0,0,0,0
45295,CONFLICT MAN WILD FAUNA ,ZAMBEZIA,2008/0/0,0,0,0
45389,FLOOD,ZAMBEZIA,31/01/2008,0,38720,0
45927,PLAGUE,ZAMBEZIA,2008/0/0,0,0,0
45358,PLAGUE,ZAMBEZIA,2009/6/0,0,0,0
53011,CONFLICT MAN WILD FAUNA ,TETE,2006/0/0,1,1,0
36595,EPIDEMIC,NAMPULA,2008/0/0,0,691,0
36867,EPIDEMIC,NAMPULA,2006/0/0,0,0,0
28005,EPIDEMIC,CABO DELGADO,2004/1/0,0,557,0
28258,FLASH FLOOD,CABO DELGADO,1998/1/0,0,5765,0
28241,FLASH FLOOD,CABO DELGADO,1998/1/0,0,1805,0
28244,FLASH FLOOD,CABO DELGADO,1998/1/0,0,4385,0
28245,FLASH FLOOD,CABO DELGADO,1998/1/0,0,130,0
28257,FLASH FLOOD,CABO DELGADO,1998/1/0,0,636,0
100112,FLASH FLOOD,CABO DELGADO,16/01/1997,0,1100,0
100110,FLASH FLOOD,CABO DELGADO,16/01/1997,0,6580,0
28246,FLOOD,CABO DELGADO,1998/1/0,0,1000,0
17427,FLOOD,NIASSA,06/03/1988,0,2891,0
81888,FLASH FLOOD,INHAMBANE,1983/12/0,0,0,0
100018,FLOOD,INHAMBANE,1981/0/0,0,0,0
100001,FLOOD,GAZA,1981/0/0,0,25000,0
17710,PLAGUE,NIASSA,1998/0/0,0,0,0
81750,CYCLONE,INHAMBANE,22/02/2007,0,0,0
93536,CYCLONE,GAZA,28/01/1984,0,0,0
45899,STORM,ZAMBEZIA,28/11/2003,0,0,0
45531,STORM,ZAMBEZIA,2001/0/0,0,0,0
45223,CYCLONE,ZAMBEZIA,01/01/2004,0,36550,0
45822,CYCLONE,ZAMBEZIA,01/01/2004,0,0,0
74577,CYCLONE,SOFALA,27/03/2007,0,0,0
45742,CYCLONE,ZAMBEZIA,01/01/2004,0,0,0
74126,CYCLONE,SOFALA,02/03/2003,0,0,0
74120,CYCLONE,SOFALA,02/03/2003,0,26113,0
45741,CYCLONE,ZAMBEZIA,08/04/2000,0,6684,0
81509,CYCLONE,INHAMBANE,02/03/2003,0,23000,0
100330,CYCLONE,INHAMBANE,02/03/2003,0,0,0
81515,CYCLONE,INHAMBANE,02/03/2003,0,49685,0
81699,CYCLONE,INHAMBANE,02/03/2003,0,0,0
100324,CYCLONE,INHAMBANE,02/03/2003,0,0,0
74864,EPIDEMIC,SOFALA,12/06/2007,0,190,0
74097,CYCLONE,SOFALA,22/02/2000,0,0,0
53248,CYCLONE,SOFALA,02/03/1997,0,0,0
101040,CYCLONE,GAZA,22/02/2000,0,0,0
36999,CYCLONE,NAMPULA,24/03/1994,0,0,0
37000,CYCLONE,NAMPULA,24/03/1994,0,0,0
100028,CYCLONE,NAMPULA,24/03/1994,0,72437,0
36103,CYCLONE,NAMPULA,24/03/1994,0,0,0
100139,CYCLONE,NAMPULA,24/03/1994,0,50845,0
100141,CYCLONE,NAMPULA,14/01/1996,0,0,0
36120,CYCLONE,NAMPULA,12/01/1996,0,200,0
100666,STORM,INHAMBANE,25/11/1997,0,600,0
52827,FLASH FLOOD,TETE,2009/1/0,0,0,0
100481,STORM,INHAMBANE,18/01/1998,0,2130,0
45866,PLAGUE,ZAMBEZIA,2008/0/0,0,0,0
52691,FLASH FLOOD,TETE,2008/0/0,0,0,0
74531,FLASH FLOOD,MANICA,2007/0/0,0,0,0
62210,FOREST FIRE,MANICA,01/09/2008,0,1107,0
74347,FLOOD,SOFALA,1999/0/0,0,0,0
100584,DROUGHT,SOFALA,1992/0/0,0,4648,0
100626,STORM,GAZA,1997/11/0,0,1535,0
100848,CYCLONE,CABO DELGADO,12/01/1996,0,0,0
37083,STORM,NAMPULA,1982/0/0,0,0,0
100988,CYCLONE,MAPUTO,10/01/1984,0,0,0
74696,FOREST FIRE,SOFALA,06/09/2006,0,0,0
74792,FLOOD,SOFALA,2007/0/0,0,0,0
74874,FOREST FIRE,SOFALA,2004/0/0,0,0,0
74875,FOREST FIRE,SOFALA,2006/0/0,0,0,0
36039,DROUGHT,SOFALA,2001/0/0,0,0,0
75072,DROUGHT,SOFALA,2005/5/0,0,4966,0
75070,DROUGHT,SOFALA,30/11/2005,0,8067,0
74670,FLASH FLOOD,SOFALA,02/03/2007,0,0,0
74724,STORM,SOFALA,06/11/2008,0,0,0
111388,STRONG WIND,MAPUTO,21/11/2006,0,0,0
100002,FLOOD,GAZA,1981/0/0,0,0,0
100421,FLOOD,GAZA,1988/2/0,0,0,0
28310,FLOOD,CABO DELGADO,1998/1/0,0,0,0
53070,CONFLICT MAN WILD FAUNA ,TETE,2009/0/0,0,0,0
17361,FLOOD,NIASSA,1998/0/0,0,0,0
17129,STORM,NIASSA,2009/1/0,0,0,0
35937,FLOOD,NAMPULA,2002/2/0,0,0,0
45224,CYCLONE,CABO DELGADO,01/01/2004,0,39000,0
17433,STORM,NIASSA,2009/1/0,0,905,0
17125,STORM,NIASSA,2009/1/0,0,0,0
17107,STORM,NIASSA,2009/1/0,0,230,0
111431,STRONG WIND,MAPUTO,2009/0/0,0,0,0
52937,STORM,TETE,12/11/2000,0,0,0
81541,STORM,INHAMBANE,08/05/2009,0,0,0
28107,STORM,CABO DELGADO,03/01/2009,0,275,0
28109,STORM,CABO DELGADO,03/01/2009,0,20,0
45600,STRONG WIND,ZAMBEZIA,01/11/2008,0,0,0
74796,DROUGHT,SOFALA,2002/1/0,0,0,0
45302,STORM,ZAMBEZIA,29/02/2008,0,0,0
74135,FLASH FLOOD,SOFALA,01/02/2000,0,1576,0
74134,FLASH FLOOD,SOFALA,01/02/2000,0,1655,0
45651,STRONG WIND,ZAMBEZIA,16/02/2008,0,300,0
74133,FLASH FLOOD,SOFALA,01/02/2000,0,6310,0
74899,STORM,SOFALA,01/09/2008,0,0,0
74124,FLOOD,SOFALA,01/02/2000,0,0,0
62221,DROUGHT,MANICA,12/01/2009,0,0,0
17114,STORM,NIASSA,20/12/2008,0,0,0
111430,STRONG WIND,MAPUTO,2008/0/0,0,0,0
62183,FLASH FLOOD,MANICA,2007/12/0,0,0,0
93790,STRONG WIND,GAZA,19/04/2008,0,0,0
27952,STORM,CABO DELGADO,03/01/2009,0,407,0
62180,RAINS,MANICA,2007/12/0,0,0,0
62086,FLASH FLOOD,MANICA,2007/12/0,0,0,0
94037,FLOOD,GAZA,05/11/2008,0,0,0
111429,STRONG WIND,MAPUTO,2007/0/0,0,0,0
111428,STRONG WIND,MAPUTO,2006/0/0,0,0,0
111427,STRONG WIND,MAPUTO,2005/0/0,0,0,0
45727,CYCLONE,ZAMBEZIA,09/03/2008,0,0,0
111425,DROUGHT,MAPUTO,2008/0/0,0,22640,0
111421,FOREST FIRE,MAPUTO,2007/0/0,0,0,0
111424,DROUGHT,MAPUTO,2007/0/0,0,0,0
111414,FLOOD,MAPUTO,2006/3/0,0,0,0
111423,DROUGHT,MAPUTO,2006/10/0,0,0,0
111422,DROUGHT,MAPUTO,2005/0/0,0,0,0
36637,CYCLONE,NAMPULA,07/03/2008,0,0,0
36193,CYCLONE,NAMPULA,07/03/2008,13970,0,0
111205,DROUGHT,MAPUTO,2006/10/0,0,0,0
100961,CYCLONE,CABO DELGADO,23/11/1980,0,0,0
111195,FOREST FIRE,MAPUTO,2004/0/0,0,0,0
36537,CYCLONE,NAMPULA,08/03/2008,0,0,0
100946,CYCLONE,NAMPULA,31/01/1982,0,0,0
36617,CYCLONE,NAMPULA,07/03/2008,0,1045,0
100914,CYCLONE,ZAMBEZIA,19/03/1994,0,0,0
36192,CYCLONE,NAMPULA,08/03/2008,1210,0,0
100733,DROUGHT,MANICA,1992/0/0,0,22400,0
100909,CYCLONE,ZAMBEZIA,17/12/1981,0,0,0
100491,FLOOD,SOFALA,13/02/1996,0,55,0
100459,STORM,INHAMBANE,03/12/1997,0,0,0
100694,CYCLONE,TETE,23/02/1988,0,0,0
36183,CYCLONE,NAMPULA,08/03/2008,0,0,0
100492,FLASH FLOOD,SOFALA,1998/0/0,0,0,0
100453,EARTHQUAKE,MANICA,14/11/2006,0,0,0
100447,EARTHQUAKE,INHAMBANE,21/02/2008,0,0,0
100611,FLOOD,MAPUTO,13/02/1996,5,36280,0
100446,EARTHQUAKE,MANICA,03/02/2000,0,0,0
36626,CYCLONE,NAMPULA,08/03/2008,0,0,0
100434,FLOOD,ZAMBEZIA,1997/1/0,0,0,0
36627,CYCLONE,NAMPULA,08/03/2008,0,0,0
100441,FLOOD,MAPUTO,29/01/1996,0,0,0
100435,FLOOD,NAMPULA,08/04/2000,0,0,0
45640,STORM,ZAMBEZIA,2007/0/0,0,0,0
100433,FLOOD,ZAMBEZIA,08/04/2000,0,0,0
100427,FLOOD,GAZA,04/02/2000,0,0,0
45313,STORM,ZAMBEZIA,30/04/2007,0,3306,0
17116,FLOOD,NIASSA,2005/3/0,0,0,0
100055,FLOOD,TETE,2004/0/0,0,0,0
45593,STORM,NAMPULA,29/04/2007,0,0,0
100416,DROUGHT,CABO DELGADO,1997/0/0,0,4358,0
81565,STRONG WIND,INHAMBANE,2007/2/0,0,0,0
100052,DROUGHT,TETE,2004/0/0,0,0,0
45599,CYCLONE,ZAMBEZIA,2007/5/0,0,875,0
100053,DROUGHT,TETE,2004/0/20,0,173174,0
100050,DROUGHT,TETE,2004/0/0,0,0,0
100551,DROUGHT,TETE,2004/0/0,0,0,0
100048,DROUGHT,TETE,2004/0/0,0,0,0
82054,CYCLONE,INHAMBANE,22/02/2007,5,19300,0
100402,FLOOD,NAMPULA,1997/0/0,0,5264,0
100007,DROUGHT,GAZA,2004/0/0,0,0,0
100022,FLOOD,MAPUTO,2000/0/0,0,0,0
81612,CYCLONE,INHAMBANE,22/02/2007,0,73000,0
17546,FIRE,NIASSA,2007/0/0,0,0,0
74674,FLASH FLOOD,SOFALA,02/03/2007,0,0,0
17540,FIRE,NIASSA,2008/0/0,0,0,0
17539,FOREST FIRE,NIASSA,2008/10/0,0,0,0
75080,CYCLONE,SOFALA,27/02/2007,0,0,0
17660,CONFLICT MAN WILD FAUNA ,NIASSA,2007/4/0,0,82,0
28422,FOREST FIRE,NIASSA,05/10/2006,0,0,0
28423,FOREST FIRE,NIASSA,27/10/2006,0,0,0
17596,FLASH FLOOD,NAMPULA,2005/0/0,0,2635,0
36988,EPIDEMIC,NAMPULA,03/01/2007,0,2096,0
28420,FOREST FIRE,NIASSA,23/08/2007,0,0,0
17597,FLASH FLOOD,NAMPULA,2005/0/0,0,750,0
17599,EPIDEMIC,SOFALA,2005/0/0,0,6335,0
17593,STORM,GAZA,2002/11/0,0,1300,0
17592,STORM,SOFALA,2002/10/0,0,0,0
17654,FOREST FIRE,NIASSA,15/08/2007,0,0,0
17297,FLASH FLOOD,NIASSA,2007/0/0,0,0,0
17585,STORM,NIASSA,2005/0/0,0,0,0
52605,FLASH FLOOD,TETE,2006/0/0,0,10000,0
17586,FOREST FIRE,NIASSA,2005/1/0,0,0,0
17589,EARTHQUAKE,SOFALA,23/02/2006,0,0,0
100198,FLOOD,ZAMBEZIA,2001/0/0,0,59000,0
52603,FLOOD,TETE,2006/10/0,0,4500,0
52416,PLAGUE,TETE,2006/0/0,0,0,0
53306,CONFLICT MAN WILD FAUNA ,TETE,2006/0/0,0,0,0
17575,RAINS,NIASSA,21/01/2008,0,0,0
17574,STRONG WIND,NIASSA,21/01/2008,0,0,0
17573,STRONG WIND,NIASSA,21/01/2008,0,0,0
17572,STRONG WIND,NIASSA,21/01/2008,0,0,0
17571,RAINS,NIASSA,21/01/2008,0,0,0
100090,FLOOD,ZAMBEZIA,2001/0/0,0,32500,0
17570,STRONG WIND,NIASSA,21/01/2008,0,0,0
17422,FLASH FLOOD,NIASSA,2007/1/0,0,2150,0
17569,STRONG WIND,NIASSA,21/01/2008,0,0,0
17424,STORM,NIASSA,2007/1/0,0,0,0
17568,RAINS,NIASSA,21/01/2008,0,0,0
17567,RAINS,NIASSA,16/01/2000,0,0,0
17566,RAINS,NIASSA,03/01/2008,0,0,0
17565,RAINS,NIASSA,03/01/2008,0,0,0
17563,RAINS,NIASSA,03/01/2008,0,0,0
52391,CONFLICT MAN WILD FAUNA ,TETE,2006/4/0,0,0,0
52393,PLAGUE,TETE,2006/1/0,0,0,0
100089,FLOOD,ZAMBEZIA,2001/1/0,0,33000,0
45568,FLASH FLOOD,TETE,01/03/2007,0,16760,0
53214,FLOOD,TETE,25/02/2007,0,12000,0
100501,FLOOD,ZAMBEZIA,2001/1/0,0,0,0
405303,CONFLICT MAN WILD FAUNA ,TETE,2007/0/0,1,0,0
52732,CONFLICT MAN WILD FAUNA ,TETE,2007/9/0,0,0,0
74771,FLOOD,TETE,01/03/2007,0,3196,0
100091,FLOOD,ZAMBEZIA,2001/0/0,0,58000,0
74773,FLOOD,TETE,01/03/2007,0,60250,0
17523,FOREST FIRE,NIASSA,2009/11/0,0,0,0
17514,FOREST FIRE,NIASSA,2007/0/0,0,0,0
17519,FLOOD,NIASSA,2007/0/0,0,0,0
17512,FOREST FIRE,NIASSA,2000/0/0,0,0,0
75130,FLOOD,TETE,01/03/2007,0,2077,0
45431,EPIDEMIC,ZAMBEZIA,2004/0/0,0,1623,0
45388,EPIDEMIC,ZAMBEZIA,2004/0/0,0,7861,0
45432,EPIDEMIC,ZAMBEZIA,2004/0/0,0,34,0
45277,PLAGUE,ZAMBEZIA,2004/0/0,0,0,0
52754,PLAGUE,TETE,2004/7/0,0,0,0
52821,PLAGUE,TETE,2004/5/0,0,0,0
52820,PLAGUE,TETE,2004/2/0,0,0,0
52810,CONFLICT MAN WILD FAUNA ,TETE,2004/9/0,0,0,0
52813,CONFLICT MAN WILD FAUNA ,TETE,2004/5/0,0,0,0
17527,FOREST FIRE,NIASSA,2008/0/0,0,0,0
17561,RAINS,NIASSA,22/02/2007,0,930,0
