id,Country,Year,Type of event,Sum of Total affected,Sum of Total Damage
Sri Lanka,2017,Storm,2017-0508-LKA,160077,346000
Sri Lanka,2018,Flood,2018-0278-LKA,153712,0
Sri Lanka,2018,Flood,2018-0384-LKA,75000,0
Sri Lanka,2018,Flood,2018-0467-LKA,75000,0
Sri Lanka,2019,Drought,2019-9389-LKA,222091,0
Sri Lanka,2019,Flood,2019-0452-LKA,136607,0
Sri Lanka,2019,Flood,2019-0499-LKA,8200,0
Sri Lanka,2019,Flood,2019-0577-LKA,155009,0
Sri Lanka,2019,Flood,2019-0629-LKA,65322,0
Sri Lanka,2019,Flood,2019-0656-LKA,167436,0
Sri Lanka,2020,Flood,2020-0461-LKA,40000,0
Sri Lanka,2020,Flood,2020-0548-LKA,111665,0
Sri Lanka,2020,Storm,2020-0211-LKA,1100,0
Sri Lanka,2021,Flood,2021-0026-LKA,50190,0
Sri Lanka,2021,Flood,2021-0253-LKA,43704,0
Sri Lanka,2021,Flood,2021-0714-LKA,6000,0
Sri Lanka,2021,Flood,2021-0722-LKA,230004,0
Sri Lanka,2021,Storm,2021-0252-LKA,879,0
Sri Lanka,2022,Flood,2022-0490-LKA,82391,0
Sri Lanka,2022,Flood,2022-0677-LKA,61469,0
Sri Lanka,2022,Flood,2022-0785-LKA,5478,0
Sri Lanka,2022,Storm,2022-0336-LKA,22338,0
Sri Lanka,2022,Storm,2022-0798-LKA,6500,0
Sri Lanka,2023,Flood,2023-0654-LKA,244504,0
Sri Lanka,2023,Storm,2023-0256-LKA,910,0
Sri Lanka,2023,Storm,2023-0436-LKA,6631,0
Sri Lanka,2023,Storm,2023-0733-LKA,34800,0
Sri Lanka,2023,Storm,2023-0784-LKA,2003,0
Sri Lanka,2024,Flood,2024-0008-LKA,175000,0
Sri Lanka,2024,Flood,2024-0298-LKA,235902,0
Sri Lanka,2024,Storm,2024-0733-LKA,155761,0
Sri Lanka,2024,Storm,2024-0881-LKA,441392,0
Tajikistan,2001,Flood,2001-0530-TJK,2190,0
Tajikistan,2001,Storm,2001-0756-TJK,830,234
Tajikistan,2002,Earthquake,2002-0015-TJK,1050,0
Tajikistan,2002,Earthquake,2002-0122-TJK,500,0
Tajikistan,2002,Flood,2002-0193-TJK,630,0
Tajikistan,2002,Flood,2002-0315-TJK,408,0
Tajikistan,2002,Flood,2002-0375-TJK,1500,0
Tajikistan,2002,Flood,2002-0475-TJK,1713,2836
Tajikistan,2003,Flood,2003-0273-TJK,1755,20000
Tajikistan,2004,Earthquake,2004-0147-TJK,180,0
Tajikistan,2004,Flood,2004-0342-TJK,400000,12000
Tajikistan,2005,Flood,2005-0304-TJK,3222,0
Tajikistan,2005,Flood,2005-0370-TJK,1890,50000
Tajikistan,2006,Earthquake,2006-0405-TJK,15427,22000
Tajikistan,2007,Earthquake,2007-0287-TJK,7003,0
Tajikistan,2007,Flood,2007-0196-TJK,17184,0
Tajikistan,2007,Flood,2007-0661-TJK,125,0
Tajikistan,2008,Drought,2008-9456-TJK,800000,0
Tajikistan,2009,Flood,2009-0176-TJK,15000,1000
Tajikistan,2010,Earthquake,2010-0002-TJK,7840,1500
Tajikistan,2010,Flood,2010-0174-TJK,1914,0
Tajikistan,2010,Flood,2010-0175-TJK,6708,204000
Tajikistan,2011,Earthquake,2011-0243-TJK,0,0
Tajikistan,2011,Flood,2011-0296-TJK,2130,0
Tajikistan,2012,Earthquake,2012-0151-TJK,2531,0
Tajikistan,2012,Flood,2012-0112-TJK,5556,760
Tajikistan,2014,Flood,2014-0122-TJK,7438,2000
Tajikistan,2014,Flood,2014-0204-TJK,5785,0
Tajikistan,2015,Earthquake,2015-0528-TJK,7976,5000
Tajikistan,2015,Flood,2015-0194-TJK,5401,0
Tajikistan,2015,Flood,2015-0286-TJK,5401,0
Tajikistan,2016,Earthquake,2016-0251-TJK,155,0
Tajikistan,2016,Flood,2016-0191-TJK,12750,0
Tajikistan,2017,Flood,2017-0251-TJK,700,0
Tajikistan,2018,Flood,2018-0207-TJK,5725,0
Tajikistan,2019,Flood,2019-0216-TJK,6750,0
Tajikistan,2020,Flood,2020-0527-TJK,2690,0
Tajikistan,2021,Earthquake,2021-0403-TJK,100,0
Tajikistan,2021,Flood,2021-0272-TJK,25010,9000
Tajikistan,2023,Earthquake,2023-0237-TJK,2205,0
Tajikistan,2023,Flood,2023-0570-TJK,0,0
Tajikistan,2024,Flood,2024-0284-TJK,40,0
Viet Nam,2001,Flood,2001-0361-VNM,175,0
Viet Nam,2001,Flood,2001-0492-VNM,1570270,84000
Viet Nam,2001,Flood,2001-0587-VNM,35006,4700
Viet Nam,2001,Flood,2001-0654-VNM,3000,0
Viet Nam,2001,Storm,2001-0318-VNM,117453,25000
Viet Nam,2001,Storm,2001-0436-VNM,10003,3200
Viet Nam,2001,Storm,2001-0624-VNM,73183,55000
Viet Nam,2002,Drought,2002-9132-VNM,1300000,200000
Viet Nam,2002,Flood,2002-0470-VNM,2000,2200
Viet Nam,2002,Flood,2002-0580-VNM,1138200,23900
Viet Nam,2002,Flood,2002-0610-VNM,291616,58000
Viet Nam,2002,Storm,2002-0725-VNM,1800,100
Viet Nam,2003,Flood,2003-0505-VNM,221774,32000
Viet Nam,2003,Flood,2003-0557-VNM,194049,35000
Viet Nam,2003,Flood,2003-0672-VNM,1000,38000
Viet Nam,2003,Storm,2003-0437-VNM,5018,0
Viet Nam,2004,Flood,2004-0328-VNM,5000,0
Viet Nam,2004,Flood,2004-0354-VNM,18,8000
Viet Nam,2004,Flood,2004-0735-VNM,30000,0
Viet Nam,2004,Storm,2004-0258-VNM,905,7000
Viet Nam,2004,Storm,2004-0580-VNM,500000,23000
Viet Nam,2005,Drought,2005-9277-VNM,410000,42120
Viet Nam,2005,Flood,2005-0315-VNM,593,0
Viet Nam,2005,Flood,2005-0584-VNM,10000,15000
Viet Nam,2005,Flood,2005-0628-VNM,33800,12000
Viet Nam,2005,Flood,2005-0694-VNM,18000,27000
Viet Nam,2005,Flood,2005-0822-VNM,30000,0
Viet Nam,2005,Storm,2005-0476-VNM,6500,0
Viet Nam,2005,Storm,2005-0536-VNM,8500,20000
Viet Nam,2005,Storm,2005-0540-VNM,337660,219250
Viet Nam,2005,Storm,2005-0611-VNM,15000,11000
Viet Nam,2006,Flood,2006-0366-VNM,100,1000
Viet Nam,2006,Flood,2006-0429-VNM,2000,0
Viet Nam,2006,Flood,2006-0446-VNM,50020,8000
Viet Nam,2006,Flood,2006-0451-VNM,0,0
Viet Nam,2006,Flood,2006-0736-VNM,0,0
Viet Nam,2006,Storm,2006-0211-VNM,1005,0
Viet Nam,2006,Storm,2006-0251-VNM,600000,0
Viet Nam,2006,Storm,2006-0362-VNM,2000,0
Viet Nam,2006,Storm,2006-0517-VNM,1467925,624000
Viet Nam,2006,Storm,2006-0648-VNM,1226360,456000
Viet Nam,2006,Storm,2006-0659-VNM,0,10000
Viet Nam,2007,Flood,2007-0323-VNM,416130,130000
Viet Nam,2007,Flood,2007-0512-VNM,22000,10000
Viet Nam,2007,Flood,2007-0522-VNM,94042,300000
Viet Nam,2007,Flood,2007-0531-VNM,280000,0
Viet Nam,2007,Flood,2007-0558-VNM,150000,350000
Viet Nam,2007,Storm,2007-0463-VNM,685430,191000
Viet Nam,2008,Flood,2008-0262-VNM,500,0
Viet Nam,2008,Flood,2008-0373-VNM,0,0
Viet Nam,2008,Flood,2008-0481-VNM,12004,4000
Viet Nam,2008,Flood,2008-0501-VNM,600000,479000
Viet Nam,2008,Flood,2008-0607-VNM,20000,0
Viet Nam,2008,Storm,2008-0329-VNM,57630,120000
Viet Nam,2008,Storm,2008-0426-VNM,58511,63000
Viet Nam,2008,Storm,2008-0437-VNM,31680,6500
Viet Nam,2008,Storm,2008-0540-VNM,0,0
Viet Nam,2008,Storm,2008-0552-VNM,8828,1000
Viet Nam,2009,Flood,2009-0247-VNM,700000,0
Viet Nam,2009,Flood,2009-0611-VNM,40000,0
Viet Nam,2009,Storm,2009-0414-VNM,2477315,785000
Viet Nam,2009,Storm,2009-0422-VNM,0,200
Viet Nam,2009,Storm,2009-0478-VNM,500145,280000
Viet Nam,2010,Flood,2010-0515-VNM,679825,142500
Viet Nam,2010,Flood,2010-0539-VNM,761000,154000
Viet Nam,2010,Flood,2010-0573-VNM,39008,107700
Viet Nam,2010,Flood,2010-0597-VNM,10000,256000
Viet Nam,2010,Storm,2010-0308-VNM,1500,500
Viet Nam,2010,Storm,2010-0332-VNM,12400,0
Viet Nam,2010,Storm,2010-0432-VNM,20700,44000
Viet Nam,2011,Flood,2011-0359-VNM,300000,44000
Viet Nam,2011,Flood,2011-0394-VNM,600000,175002
Viet Nam,2011,Flood,2011-0396-VNM,461584,0
Viet Nam,2011,Storm,2011-0232-VNM,63,0
Viet Nam,2011,Storm,2011-0576-VNM,0,0
Viet Nam,2012,Flood,2012-0351-VNM,17540,30000
Viet Nam,2012,Storm,2012-0259-VNM,3,0
Viet Nam,2012,Storm,2012-0294-VNM,60479,6800
Viet Nam,2012,Storm,2012-0406-VNM,278490,336000
Viet Nam,2013,Flood,2013-0266-VNM,5000,6500
Viet Nam,2013,Flood,2013-0333-VNM,0,0
Viet Nam,2013,Flood,2013-0380-VNM,0,0
Viet Nam,2013,Flood,2013-0412-VNM,1000,0
Viet Nam,2013,Flood,2013-0417-VNM,25000,0
Viet Nam,2013,Flood,2013-0443-VNM,2130001,72000
Viet Nam,2013,Storm,2013-0341-VNM,5011,1000
Viet Nam,2013,Storm,2013-0419-VNM,1835585,663230
Viet Nam,2013,Storm,2013-0430-VNM,109754,76000
Viet Nam,2013,Storm,2013-0433-VNM,13094,734000
Viet Nam,2014,Storm,2014-0227-VNM,36000,6200
Viet Nam,2014,Storm,2014-0390-VNM,11325,4500
Viet Nam,2014,Storm,2014-0474-VNM,750,0
Viet Nam,2015,Drought,2015-9617-VNM,1750000,6750000
Viet Nam,2015,Flood,2015-0292-VNM,15000,204000
Viet Nam,2015,Flood,2015-0460-VNM,100,0
Viet Nam,2015,Storm,2015-0252-VNM,115,0
Viet Nam,2015,Storm,2015-0620-VNM,0,218
Viet Nam,2016,Flood,2016-0400-VNM,659615,104280
Viet Nam,2016,Flood,2016-0497-VNM,562121,35000
Viet Nam,2016,Flood,2016-0517-VNM,206340,22000
Viet Nam,2016,Flood,2016-0573-VNM,509,0
Viet Nam,2016,Storm,2016-0268-VNM,191750,191000
Viet Nam,2016,Storm,2016-0362-VNM,610000,350000
Viet Nam,2016,Storm,2016-0371-VNM,182500,144000
Viet Nam,2016,Storm,2016-0379-VNM,11090,157
Viet Nam,2017,Flood,2017-0259-VNM,4104,355
Viet Nam,2017,Flood,2017-0270-VNM,400,1300
Viet Nam,2017,Flood,2017-0337-VNM,4161,88000
Viet Nam,2017,Flood,2017-0428-VNM,40038,88000
Viet Nam,2017,Flood,2017-0492-VNM,41500,0
Viet Nam,2017,Storm,2017-0281-VNM,21000,71000
Viet Nam,2017,Storm,2017-0352-VNM,1,1430000
Viet Nam,2017,Storm,2017-0406-VNM,692012,484000
Viet Nam,2017,Storm,2017-0422-VNM,4330000,1000000
Viet Nam,2018,Flood,2018-0204-VNM,16728,23000
Viet Nam,2018,Flood,2018-0369-VNM,6000,0
Viet Nam,2018,Flood,2018-0448-VNM,105000,25000
Viet Nam,2018,Storm,2018-0201-VNM,0,0
Viet Nam,2018,Storm,2018-0227-VNM,96000,220000
Viet Nam,2018,Storm,2018-0305-VNM,50000,2000
Viet Nam,2018,Storm,2018-0484-VNM,10028,17200
Viet Nam,2019,Drought,2019-9359-VNM,685558,0
Viet Nam,2019,Flood,2019-0265-VNM,265,0
Viet Nam,2019,Flood,2019-0380-VNM,1500,45000
Viet Nam,2019,Flood,2019-0393-VNM,61540,0
Viet Nam,2019,Flood,2019-0419-VNM,36450,13000
Viet Nam,2019,Flood,2019-0482-VNM,26255,0
Viet Nam,2019,Storm,2019-0534-VNM,20014,0
Viet Nam,2019,Storm,2019-0549-VNM,2150,4000
Viet Nam,2020,Flood,2020-0328-VNM,2621,22000
Viet Nam,2020,Storm,2020-0088-VNM,4652,1500
Viet Nam,2020,Storm,2020-0165-VNM,30013,0
Viet Nam,2020,Storm,2020-0307-VNM,10000,232
Viet Nam,2020,Storm,2020-0411-VNM,1500000,850000
Viet Nam,2020,Storm,2020-0425-VNM,70780,0
Viet Nam,2020,Storm,2020-0462-VNM,125000,33000
Viet Nam,2020,Storm,2020-0470-VNM,450000,540000
Viet Nam,2020,Storm,2020-0501-VNM,0,0
Viet Nam,2020,Storm,2020-0542-VNM,5000,5260
Viet Nam,2020,Storm,2020-0558-VNM,4,0
Viet Nam,2021,Flood,2021-0217-VNM,180,0
Viet Nam,2021,Flood,2021-0632-VNM,13603,0
Viet Nam,2021,Flood,2021-0763-VNM,300000,0
Viet Nam,2021,Storm,2021-0171-VNM,1000,0
Viet Nam,2021,Storm,2021-0327-VNM,750,10000
Viet Nam,2021,Storm,2021-0595-VNM,310,0
Viet Nam,2021,Storm,2021-0698-VNM,82500,7500
Viet Nam,2021,Storm,2021-0813-VNM,0,9000
Viet Nam,2022,Flood,2022-0172-VNM,226,0
Viet Nam,2022,Flood,2022-0320-VNM,2554,0
Viet Nam,2022,Flood,2022-0515-VNM,0,0
Viet Nam,2022,Flood,2022-0667-VNM,10000,0
Viet Nam,2022,Flood,2022-0795-VNM,10495,1500
Viet Nam,2022,Storm,2022-0292-VNM,500,0
Viet Nam,2022,Storm,2022-0613-VNM,54412,0
Viet Nam,2022,Storm,2022-0676-VNM,436978,65000
Viet Nam,2023,Flood,2023-0263-VNM,6540,0
Viet Nam,2023,Flood,2023-0488-VNM,2175,0
Viet Nam,2023,Flood,2023-0518-VNM,214535,0
Viet Nam,2023,Flood,2023-0635-VNM,1900,0
Viet Nam,2023,Storm,2023-0450-VNM,3,0
Viet Nam,2023,Storm,2023-0754-VNM,80000,0
Viet Nam,2024,Drought,2024-9277-VNM,266000,10000
Viet Nam,2024,Flood,2024-0358-VNM,9628,0
Viet Nam,2024,Storm,2024-0272-VNM,8320,10000
Viet Nam,2024,Storm,2024-0291-VNM,2128,0
Viet Nam,2024,Storm,2024-0393-VNM,401,0
Viet Nam,2024,Storm,2024-0654-VNM,3601978,2000000
Viet Nam,2024,Storm,2024-0695-VNM,1850,0
Viet Nam,2024,Storm,2024-0777-VNM,143429,20600
Yemen,2001,Flood,2001-0402-YEM,0,0
Yemen,2001,Storm,2001-0246-YEM,0,0
Yemen,2001,Storm,2001-0434-YEM,0,0
Yemen,2002,Flood,2002-0213-YEM,700,0
Yemen,2002,Flood,2002-0410-YEM,0,0
Yemen,2002,Flood,2002-0454-YEM,0,0
Yemen,2002,Flood,2002-0576-YEM,0,0
Yemen,2003,Flood,2003-0301-YEM,0,0
Yemen,2005,Flood,2005-0222-YEM,715,0
Yemen,2005,Flood,2005-0737-YEM,6,0
Yemen,2006,Flood,2006-0095-YEM,2000,0
Yemen,2006,Flood,2006-0165-YEM,320,0
Yemen,2007,Flood,2007-0024-YEM,2000,0
Yemen,2007,Flood,2007-0103-YEM,618,0
Yemen,2007,Flood,2007-0406-YEM,0,0
Yemen,2008,Flood,2008-0499-YEM,25064,400000
Yemen,2010,Flood,2010-0183-YEM,1002,0
Yemen,2010,Flood,2010-0320-YEM,0,0
Yemen,2013,Flood,2013-0319-YEM,49092,0
Yemen,2015,Storm,2015-0484-YEM,110065,200000
Yemen,2015,Storm,2015-0494-YEM,15000,0
Yemen,2016,Flood,2016-0120-YEM,29750,0
Yemen,2017,Flood,2017-0365-YEM,8,0
Yemen,2018,Storm,2018-0177-YEM,750,0
Yemen,2018,Storm,2018-0394-YEM,15124,0
Yemen,2019,Flood,2019-0213-YEM,80000,0
Yemen,2019,Flood,2019-0252-YEM,0,0
Yemen,2019,Flood,2019-0461-YEM,500,0
Yemen,2020,Flood,2020-0108-YEM,23129,10000
Yemen,2020,Flood,2020-0168-YEM,150030,10000
Yemen,2020,Flood,2020-0216-YEM,215,0
Yemen,2020,Flood,2020-0596-YEM,0,0
Yemen,2021,Flood,2021-0270-YEM,22380,0
Yemen,2021,Flood,2021-0449-YEM,205828,0
Yemen,2022,Flood,2022-0444-YEM,41000,0
Yemen,2022,Flood,2022-0456-YEM,175000,0
Yemen,2022,Flood,2022-0501-YEM,3400,0
Yemen,2023,Flood,2023-0384-YEM,308183,0
Yemen,2023,Storm,2023-0685-YEM,90150,0
Yemen,2024,Flood,2024-0282-YEM,39123,0
Yemen,2024,Flood,2024-0580-YEM,171316,0
Yemen,2024,Flood,2024-0649-YEM,1075,0
Yemen,2024,Flood,2024-0845-YEM,655646,0
Dominican Republic,2001,Storm,2001-0570-DOM,175,10
Dominican Republic,2002,Flood,2002-0840-DOM,1750,500
Dominican Republic,2003,Earthquake,2003-0477-DOM,2015,0
Dominican Republic,2003,Flood,2003-0238-DOM,460,2100
Dominican Republic,2003,Flood,2003-0571-DOM,65003,42620
Dominican Republic,2003,Storm,2003-0599-DOM,10000,0
Dominican Republic,2004,Earthquake,2004-0582-DMA,100,0
Dominican Republic,2004,Flood,2004-0231-DOM,10002,0
Dominican Republic,2004,Storm,2004-0455-DOM,250,0
Dominican Republic,2004,Storm,2004-0462-DOM,0,1000
Dominican Republic,2004,Storm,2004-0473-DOM,14009,296000
Dominican Republic,2005,Flood,2005-0275-DOM,1450,0
Dominican Republic,2005,Storm,2005-0597-DOM,1000,0
Dominican Republic,2007,Flood,2007-0134-DOM,3830,0
Dominican Republic,2007,Flood,2007-0167-DOM,16000,0
Dominican Republic,2007,Storm,2007-0360-DMA,7530,20000
Dominican Republic,2007,Storm,2007-0360-DOM,1600,40000
Dominican Republic,2007,Storm,2007-0523-DOM,79728,77700
Dominican Republic,2007,Storm,2007-0612-DOM,61605,45000
Dominican Republic,2008,Storm,2008-0338-DOM,0,0
Dominican Republic,2008,Storm,2008-0352-DOM,6257,0
Dominican Republic,2008,Storm,2008-0378-DOM,10745,0
Dominican Republic,2009,Flood,2009-0016-DOM,4565,44000
Dominican Republic,2009,Flood,2009-0042-DOM,10000,8403
Dominican Republic,2010,Flood,2010-0067-DOM,25700,0
Dominican Republic,2010,Flood,2010-0279-DOM,9500,0
Dominican Republic,2010,Storm,2010-0571-DOM,12000,0
Dominican Republic,2011,Flood,2011-0199-DOM,11200,0
Dominican Republic,2011,Storm,2011-0303-DOM,7000,0
Dominican Republic,2011,Storm,2011-0328-DOM,37000,30000
Dominican Republic,2011,Storm,2011-0432-DMA,240,0
Dominican Republic,2012,Flood,2012-0114-DOM,11500,0
Dominican Republic,2012,Flood,2012-0236-DOM,3070,0
Dominican Republic,2012,Storm,2012-0313-DOM,20515,0
Dominican Republic,2012,Storm,2012-0410-DOM,22000,30000
Dominican Republic,2013,Flood,2013-0531-DOM,0,102
Dominican Republic,2014,Flood,2014-0453-DOM,300,0
Dominican Republic,2015,Flood,2015-0060-DOM,20950,0
Dominican Republic,2015,Flood,2015-0446-DOM,250,0
Dominican Republic,2015,Storm,2015-0375-DMA,28594,482810
Dominican Republic,2015,Storm,2015-0375-DOM,2133,0
Dominican Republic,2016,Flood,2016-0184-DOM,3400,0
Dominican Republic,2016,Flood,2016-0423-DOM,2792000,0
Dominican Republic,2016,Storm,2016-0355-DOM,48,0
Dominican Republic,2017,Storm,2017-0137-DOM,10287,0
Dominican Republic,2017,Storm,2017-0381-DOM,6300,0
Dominican Republic,2017,Storm,2017-0383-DMA,71393,1456000
Dominican Republic,2017,Storm,2017-0383-DOM,26000,63000
Dominican Republic,2018,Flood,2018-0218-DOM,7390,0
Dominican Republic,2018,Storm,2018-0280-DOM,8000,0
Dominican Republic,2020,Storm,2020-0312-DOM,5595,165000
Dominican Republic,2020,Storm,2020-0376-DOM,10000,0
Dominican Republic,2021,Storm,2021-0373-DOM,153,0
Dominican Republic,2021,Storm,2021-0510-DOM,4025,0
Dominican Republic,2022,Flood,2022-0091-DOM,257,0
Dominican Republic,2022,Flood,2022-0130-DOM,210,0
Dominican Republic,2022,Storm,2022-0603-DOM,1434802,0
Dominican Republic,2023,Flood,2023-0389-DOM,289083,0
Dominican Republic,2023,Flood,2023-0763-DOM,22236,17500
Dominican Republic,2023,Storm,2023-0559-DOM,289083,0
Dominican Republic,2024,Flood,2024-0856-DOM,15000,0
Dominican Republic,2024,Storm,2024-0857-DOM,0,0
Philippines (the),2001,Flood,2001-0059-PHL,12000,0
Philippines (the),2001,Flood,2001-0445-PHL,79000,8000
Philippines (the),2001,Flood,2001-0596-PHL,300,0
Philippines (the),2001,Storm,2001-0054-PHL,100084,6000
Philippines (the),2001,Storm,2001-0319-PHL,1902654,68565
Philippines (the),2001,Storm,2001-0614-PHL,1060147,22700
Philippines (the),2001,Storm,2001-0758-PHL,54840,96
Philippines (the),2001,Storm,2001-0792-PHL,295355,293
Philippines (the),2001,Storm,2001-0793-PHL,37357,1407
Philippines (the),2002,Drought,2002-9164-PHL,0,453
Philippines (the),2002,Earthquake,2002-0129-PHL,73451,1714
Philippines (the),2002,Flood,2002-0005-PHL,95008,392
Philippines (the),2002,Flood,2002-0176-PHL,50000,1450
Philippines (the),2002,Flood,2002-0499-PHL,3559,0
Philippines (the),2002,Flood,2002-0532-PHL,7000,0
Philippines (the),2002,Storm,2002-0408-PHL,700041,1000
Philippines (the),2002,Storm,2002-0423-PHL,11000,5664
Philippines (the),2002,Storm,2002-0528-PHL,3000,0
Philippines (the),2002,Storm,2002-0875-PHL,54631,3292
Philippines (the),2002,Storm,2002-0877-PHL,19050,238
Philippines (the),2002,Storm,2002-0878-PHL,194472,3340
Philippines (the),2003,Flood,2003-0289-PHL,3500,0
Philippines (the),2003,Storm,2003-0258-PHL,13909,4000
Philippines (the),2003,Storm,2003-0290-PHL,127130,2455
Philippines (the),2003,Storm,2003-0346-PHL,14280,26468
Philippines (the),2003,Storm,2003-0822-PHL,116602,1499
Philippines (the),2003,Storm,2003-0823-PHL,3748,146
Philippines (the),2003,Storm,2003-0824-PHL,155147,661
Philippines (the),2003,Storm,2003-0825-PHL,1156,73
Philippines (the),2003,Storm,2003-0826-PHL,34289,0
Philippines (the),2004,Flood,2004-0028-PHL,194,0
Philippines (the),2004,Flood,2004-0087-PHL,20000,0
Philippines (the),2004,Flood,2004-0311-PHL,1500,0
Philippines (the),2004,Storm,2004-0218-PHL,714,1000
Philippines (the),2004,Storm,2004-0267-PHL,4504,0
Philippines (the),2004,Storm,2004-0309-PHL,385012,19667
Philippines (the),2004,Storm,2004-0435-PHL,1058849,0
Philippines (the),2004,Storm,2004-0580-PHL,838674,6000
Philippines (the),2004,Storm,2004-0602-PHL,2014,0
Philippines (the),2004,Storm,2004-0609-PHL,881023,78200
Philippines (the),2004,Storm,2004-0618-PHL,70488,34000
Philippines (the),2005,Flood,2005-0284-PHL,100,0
Philippines (the),2005,Flood,2005-0669-PHL,192946,515
Philippines (the),2005,Storm,2005-0120-PHL,11,0
Philippines (the),2005,Storm,2005-0540-PHL,20000,2000
Philippines (the),2006,Flood,2006-0040-PHL,256641,9600
Philippines (the),2006,Flood,2006-0137-PHL,1000,0
Philippines (the),2006,Flood,2006-0448-PHL,15000,0
Philippines (the),2006,Flood,2006-0563-PHL,4250,399
Philippines (the),2006,Flood,2006-0605-PHL,40000,763
Philippines (the),2006,Flood,2006-0702-PHL,415618,3395
Philippines (the),2006,Storm,2006-0251-PHL,42000,3328
Philippines (the),2006,Storm,2006-0362-PHL,51680,3000
Philippines (the),2006,Storm,2006-0388-PHL,200355,471
Philippines (the),2006,Storm,2006-0410-PHL,15000,135000
Philippines (the),2006,Storm,2006-0415-PHL,476027,645
Philippines (the),2006,Storm,2006-0517-PHL,3842406,113000
Philippines (the),2006,Storm,2006-0600-PHL,283021,9077
Philippines (the),2006,Storm,2006-0610-PHL,21260,0
Philippines (the),2006,Storm,2006-0648-PHL,2562517,66400
Philippines (the),2006,Storm,2006-0667-PHL,327542,0
Philippines (the),2007,Drought,2007-9347-PHL,0,0
Philippines (the),2007,Flood,2007-0022-PHL,24508,4080
Philippines (the),2007,Flood,2007-0525-PHL,0,0
Philippines (the),2007,Flood,2007-0553-PHL,16463,2520
Philippines (the),2007,Flood,2007-0577-PHL,33571,0
Philippines (the),2007,Flood,2007-0665-PHL,12205,0
Philippines (the),2007,Storm,2007-0346-PHL,921462,492
Philippines (the),2007,Storm,2007-0380-PHL,380000,492
Philippines (the),2007,Storm,2007-0457-PHL,30000,0
Philippines (the),2007,Storm,2007-0463-PHL,2000,0
Philippines (the),2007,Storm,2007-0560-PHL,33884,2971
Philippines (the),2007,Storm,2007-0576-PHL,443115,5000
Philippines (the),2007,Storm,2007-0578-PHL,35333,1000
Philippines (the),2007,Storm,2007-0668-PHL,64000,0
Philippines (the),2008,Flood,2008-0077-PHL,875343,30733
Philippines (the),2008,Flood,2008-0347-PHL,1000,0
Philippines (the),2008,Flood,2008-0545-PHL,239763,4088
Philippines (the),2008,Flood,2008-0571-PHL,50000,0
Philippines (the),2008,Flood,2008-0608-PHL,39530,0
Philippines (the),2008,Flood,2008-0611-PHL,29184,446
Philippines (the),2008,Flood,2008-0620-PHL,2391,173
Philippines (the),2008,Flood,2008-0622-PHL,365678,4137
Philippines (the),2008,Storm,2008-0155-PHL,0,16000
Philippines (the),2008,Storm,2008-0197-PHL,1496668,99174
Philippines (the),2008,Storm,2008-0249-PHL,4785460,284694
Philippines (the),2008,Storm,2008-0292-PHL,22081,40
Philippines (the),2008,Storm,2008-0329-PHL,4498,0
Philippines (the),2008,Storm,2008-0369-PHL,429463,33870
Philippines (the),2008,Storm,2008-0426-PHL,46132,7420
Philippines (the),2008,Storm,2008-0540-PHL,474,0
Philippines (the),2008,Storm,2008-0609-PHL,8390,280
Philippines (the),2008,Storm,2008-0621-PHL,31130,147
Philippines (the),2008,Storm,2008-0623-PHL,27683,0
Philippines (the),2009,Earthquake,2009-0404-PHL,392,90
Philippines (the),2009,Flood,2009-0023-PHL,537991,6354
Philippines (the),2009,Flood,2009-0026-PHL,1300,0
Philippines (the),2009,Flood,2009-0027-PHL,1345,0
Philippines (the),2009,Flood,2009-0194-PHL,34325,0
Philippines (the),2009,Flood,2009-0195-PHL,715,0
Philippines (the),2009,Flood,2009-0267-PHL,920,0
Philippines (the),2009,Flood,2009-0289-PHL,505102,22960
Philippines (the),2009,Flood,2009-0311-PHL,1578,0
Philippines (the),2009,Storm,2009-0165-PHL,401007,30342
Philippines (the),2009,Storm,2009-0174-PHL,383465,25810
Philippines (the),2009,Storm,2009-0193-PHL,100,5
Philippines (the),2009,Storm,2009-0239-PHL,110405,4281
Philippines (the),2009,Storm,2009-0265-PHL,248058,0
Philippines (the),2009,Storm,2009-0321-PHL,94229,25000
Philippines (the),2009,Storm,2009-0360-PHL,95700,0
Philippines (the),2009,Storm,2009-0373-PHL,388373,6303
Philippines (the),2009,Storm,2009-0374-PHL,48333,0
Philippines (the),2009,Storm,2009-0414-PHL,4901763,237489
Philippines (the),2009,Storm,2009-0422-PHL,4478491,585379
Philippines (the),2009,Storm,2009-0478-PHL,802175,15194
Philippines (the),2009,Storm,2009-0521-PHL,48142,12
Philippines (the),2009,Storm,2009-0606-PHL,221422,2888
Philippines (the),2010,Flood,2010-0020-PHL,40198,22
Philippines (the),2010,Flood,2010-0033-PHL,15480,0
Philippines (the),2010,Flood,2010-0232-PHL,40000,0
Philippines (the),2010,Flood,2010-0281-PHL,200000,0
Philippines (the),2010,Flood,2010-0371-PHL,80920,0
Philippines (the),2010,Flood,2010-0398-PHL,505,0
Philippines (the),2010,Flood,2010-0488-PHL,46713,3156
Philippines (the),2010,Flood,2010-0585-PHL,450673,0
Philippines (the),2010,Flood,2010-0659-PHL,1972446,47411
Philippines (the),2010,Storm,2010-0308-PHL,585474,8675
