id,Country,Year,Type of event,Sum of Total affected,Sum of Total Damage
2024-0653-ROU,Romania,2024,Cyclone,15000,0
2001-0653-SOM,Somalia,2001,Flood,6500,0
2003-0204-SOM,Somalia,2003,Flood,0,0
2003-0447-SOM,Somalia,2003,Flood,300,0
2004-9085-SOM,Somalia,2004,Drought,200000,0
2004-0659-SOM,Somalia,2004,Earthquake,105083,100000
2004-0499-SOM,Somalia,2004,Flood,1500,0
2005-9722-SOM,Somalia,2005,Drought,0,0
2005-0215-SOM,Somalia,2005,Flood,5020,20
2005-0309-SOM,Somalia,2005,Flood,2500,0
2006-0422-SOM,Somalia,2006,Flood,2000,0
2006-0550-SOM,Somalia,2006,Flood,30000,0
2006-0618-SOM,Somalia,2006,Flood,299000,0
2006-0624-SOM,Somalia,2006,Flood,155500,0
2007-0425-SOM,Somalia,2007,Flood,8000,0
2007-0559-SOM,Somalia,2007,Flood,2012,0
2008-9468-SOM,Somalia,2008,Drought,3300000,0
2008-0506-SOM,Somalia,2008,Flood,52000,0
2009-0532-SOM,Somalia,2009,Flood,1750,0
2010-9082-SOM,Somalia,2010,Drought,4000000,0
2010-0115-SOM,Somalia,2010,Flood,16000,0
2010-0164-SOM,Somalia,2010,Flood,200,0
2011-0476-SOM,Somalia,2011,Flood,2800,0
2011-9663-SOM,Somalia,2012,Drought,3000000,0
2012-0472-SOM,Somalia,2012,Flood,12200,0
2012-0508-SOM,Somalia,2012,Flood,20000,0
2013-0288-SOM,Somalia,2013,Flood,50000,0
2013-0473-SOM,Somalia,2013,Flood,55000,0
2013-0438-SOM,Somalia,2013,Cyclone,142380,2000
2014-9231-SOM,Somalia,2014,Drought,535624,0
2014-0456-SOM,Somalia,2014,Flood,90000,0
2015-9616-SOM,Somalia,2015,Drought,6700000,0
2015-0477-SOM,Somalia,2015,Flood,900000,0
2015-0544-SOM,Somalia,2015,Flood,16296,0
2015-0484-SOM,Somalia,2015,Cyclone,4000,0
2015-0494-SOM,Somalia,2015,Cyclone,0,0
2016-0129-SOM,Somalia,2016,Flood,0,0
2018-0133-SOM,Somalia,2018,Flood,700000,80000
2018-0145-SOM,Somalia,2018,Cyclone,228000,0
2019-9109-SOM,Somalia,2019,Drought,1500000,0
2019-0500-SOM,Somalia,2019,Flood,500000,0
2019-0600-SOM,Somalia,2019,Cyclone,30000,0
2020-0159-SOM,Somalia,2020,Flood,1000020,0
2020-0320-SOM,Somalia,2020,Flood,191000,0
2020-0487-SOM,Somalia,2020,Cyclone,120000,0
2020-9609-SOM,Somalia,2021,Drought,7100000,993000
2021-0239-SOM,Somalia,2021,Flood,400000,0
2022-0332-SOM,Somalia,2022,Flood,4416,0
2023-0172-SOM,Somalia,2023,Flood,100003,0
2023-0295-SOM,Somalia,2023,Flood,468000,0
2023-0683-SOM,Somalia,2023,Flood,278000,0
2023-0741-SOM,Somalia,2023,Flood,2480000,0
2024-0241-SOM,Somalia,2024,Flood,226000,0
2001-0481-ZAF,South Africa,2001,Flood,42356,0
2001-0664-ZAF,South Africa,2001,Flood,312,0
2001-0037-ZAF,South Africa,2001,Cyclone,10,0
2001-0560-ZAF,South Africa,2001,Cyclone,630,0
2002-0514-ZAF,South Africa,2002,Flood,2500,0
2002-0025-ZAF,South Africa,2002,Cyclone,150,0
2002-0217-ZAF,South Africa,2002,Cyclone,1000,41
2002-0442-ZAF,South Africa,2002,Cyclone,100000,5000
2002-0881-ZAF,South Africa,2002,Cyclone,66,9000
2003-0146-ZAF,South Africa,2003,Flood,500,0
2003-0408-ZAF,South Africa,2003,Cyclone,600,0
2004-9017-ZAF,South Africa,2004,Drought,15000000,0
2004-0398-ZAF,South Africa,2004,Flood,15000,0
2005-0132-ZAF,South Africa,2005,Earthquake,58,20000
2006-0181-ZAF,South Africa,2006,Flood,4160,71000
2006-0431-ZAF,South Africa,2006,Flood,3000,145000
2007-0306-ZAF,South Africa,2007,Flood,38000,0
2008-0245-ZAF,South Africa,2008,Flood,4000,1264
2008-0528-ZAF,South Africa,2008,Cyclone,3576,0
2009-0108-ZAF,South Africa,2009,Flood,300,0
2009-0261-ZAF,South Africa,2009,Flood,20000,0
2009-0007-ZAF,South Africa,2009,Cyclone,0,0
2010-0678-ZAF,South Africa,2010,Cyclone,6000,0
2011-0100-ZAF,South Africa,2011,Flood,200321,211000
2011-0409-ZAF,South Africa,2011,Cyclone,2773,0
2011-0638-ZAF,South Africa,2011,Cyclone,3550,10000
2012-0469-ZAF,South Africa,2012,Flood,125000,200000
2012-0006-ZAF,South Africa,2012,Cyclone,1350,0
2013-0217-ZAF,South Africa,2013,Cyclone,2870,0
2014-0311-ZAF,South Africa,2014,Earthquake,2002,0
2014-0099-ZAF,South Africa,2014,Flood,7185,85000
2015-9500-ZAF,South Africa,2015,Drought,2700000,250000
2016-0305-ZAF,South Africa,2016,Flood,6900,180000
2016-0478-ZAF,South Africa,2016,Flood,600,100000
2017-9211-ZAF,South Africa,2017,Drought,0,1200000
2017-0217-ZAF,South Africa,2017,Flood,200,0
2017-0178-ZAF,South Africa,2017,Cyclone,6918,283000
2017-0462-ZAF,South Africa,2017,Cyclone,518,320000
2019-9598-ZAF,South Africa,2019,Drought,750000,135000
2019-0106-ZAF,South Africa,2019,Flood,0,0
2019-0176-ZAF,South Africa,2019,Flood,1000,50000
2019-0182-ZAF,South Africa,2019,Flood,0,0
2019-0607-ZAF,South Africa,2019,Flood,3500,0
2019-0548-ZAF,South Africa,2019,Cyclone,20,0
2020-0050-ZAF,South Africa,2020,Flood,200,0
2020-0489-ZAF,South Africa,2020,Cyclone,210,0
2021-9148-ZAF,South Africa,2021,Drought,12000000,0
2021-0075-ZAF,South Africa,2021,Flood,400,75000
2021-0036-ZAF,South Africa,2021,Cyclone,3200,0
2021-0811-ZAF,South Africa,2021,Cyclone,8837,0
2022-0009-ZAF,South Africa,2022,Flood,0,70000
2022-0035-ZAF,South Africa,2022,Flood,100,105000
2022-0077-ZAF,South Africa,2022,Flood,138,0
2022-0108-ZAF,South Africa,2022,Flood,187,0
2022-0205-ZAF,South Africa,2022,Flood,142290,3500000
2022-0313-ZAF,South Africa,2022,Flood,200,0
2022-0356-ZAF,South Africa,2022,Flood,204,0
2022-0788-ZAF,South Africa,2022,Flood,56177,0
2023-0080-ZAF,South Africa,2023,Flood,1000,0
2023-0180-ZAF,South Africa,2023,Flood,500,0
2023-0619-ZAF,South Africa,2023,Flood,5000,0
2023-0855-ZAF,South Africa,2023,Flood,1800,0
2023-0352-ZAF,South Africa,2023,Cyclone,150,0
2023-0847-ZAF,South Africa,2023,Cyclone,1217,0
2024-0015-ZAF,South Africa,2024,Flood,756,10000
2024-0302-ZAF,South Africa,2024,Flood,46620,50000
2024-0783-ZAF,South Africa,2024,Flood,3090,0
2024-0074-ZAF,South Africa,2024,Cyclone,7813,0
2024-0209-ZAF,South Africa,2024,Cyclone,13895,0
2001-9498-LKA,Sri Lanka,2001,Drought,1000000,0
2001-0049-LKA,Sri Lanka,2001,Flood,160,0
2002-0788-LKA,Sri Lanka,2002,Flood,500000,0
2003-0229-LKA,Sri Lanka,2003,Flood,695000,29000
2004-0659-LKA,Sri Lanka,2004,Earthquake,1019306,1316500
2004-0652-LKA,Sri Lanka,2004,Flood,200000,0
2005-0646-LKA,Sri Lanka,2005,Flood,145000,0
2006-0602-LKA,Sri Lanka,2006,Flood,333002,3000
2007-0012-LKA,Sri Lanka,2007,Flood,35000,0
2007-0187-LKA,Sri Lanka,2007,Flood,121000,50
2007-0609-LKA,Sri Lanka,2007,Flood,250000,0
2008-0132-LKA,Sri Lanka,2008,Flood,54323,0
2008-0224-LKA,Sri Lanka,2008,Flood,362582,0
2008-0560-LKA,Sri Lanka,2008,Flood,360000,0
2008-0184-LKA,Sri Lanka,2008,Cyclone,50000,0
2009-0336-LKA,Sri Lanka,2009,Flood,20000,0
2009-0501-LKA,Sri Lanka,2009,Flood,60000,0
2009-0551-LKA,Sri Lanka,2009,Flood,300000,0
2010-0191-LKA,Sri Lanka,2010,Flood,606072,105000
2010-0583-LKA,Sri Lanka,2010,Flood,164193,0
2011-0024-LKA,Sri Lanka,2011,Flood,1060324,200000
2011-0049-LKA,Sri Lanka,2011,Flood,225000,300000
2011-0590-LKA,Sri Lanka,2011,Flood,8600,0
2011-0484-LKA,Sri Lanka,2011,Cyclone,35041,0
2012-9405-LKA,Sri Lanka,2012,Drought,1800000,0
2012-0537-LKA,Sri Lanka,2012,Flood,447021,1200
2012-0425-LKA,Sri Lanka,2012,Cyclone,69000,57000
2013-0039-LKA,Sri Lanka,2013,Flood,56747,0
2013-0220-LKA,Sri Lanka,2013,Flood,17214,2000
2013-0138-LKA,Sri Lanka,2013,Cyclone,7339,0
2014-9393-LKA,Sri Lanka,2014,Drought,1800000,25000
2014-0181-LKA,Sri Lanka,2014,Flood,104009,2000
2014-0495-LKA,Sri Lanka,2014,Flood,1100020,0
2014-0535-LKA,Sri Lanka,2014,Flood,0,0
2015-0530-LKA,Sri Lanka,2015,Flood,20000,0
2015-0547-LKA,Sri Lanka,2015,Flood,7309,0
2016-9529-LKA,Sri Lanka,2016,Drought,900000,20000
2016-0153-LKA,Sri Lanka,2016,Flood,301602,1200000
2017-0153-LKA,Sri Lanka,2017,Flood,879932,389000
2017-0493-LKA,Sri Lanka,2017,Flood,13197,0
2017-0508-LKA,Sri Lanka,2017,Cyclone,160077,346000
2018-0278-LKA,Sri Lanka,2018,Flood,153712,0
2018-0384-LKA,Sri Lanka,2018,Flood,75000,0
2018-0467-LKA,Sri Lanka,2018,Flood,75000,0
2019-9389-LKA,Sri Lanka,2019,Drought,222091,0
2019-0452-LKA,Sri Lanka,2019,Flood,136607,0
2019-0499-LKA,Sri Lanka,2019,Flood,8200,0
2019-0577-LKA,Sri Lanka,2019,Flood,155009,0
2019-0629-LKA,Sri Lanka,2019,Flood,65322,0
2019-0656-LKA,Sri Lanka,2019,Flood,167436,0
2020-0461-LKA,Sri Lanka,2020,Flood,40000,0
2020-0548-LKA,Sri Lanka,2020,Flood,111665,0
2020-0211-LKA,Sri Lanka,2020,Cyclone,1100,0
2021-0026-LKA,Sri Lanka,2021,Flood,50190,0
2021-0253-LKA,Sri Lanka,2021,Flood,43704,0
2021-0714-LKA,Sri Lanka,2021,Flood,6000,0
2021-0722-LKA,Sri Lanka,2021,Flood,230004,0
2021-0252-LKA,Sri Lanka,2021,Cyclone,879,0
2022-0490-LKA,Sri Lanka,2022,Flood,82391,0
2022-0677-LKA,Sri Lanka,2022,Flood,61469,0
2022-0785-LKA,Sri Lanka,2022,Flood,5478,0
2022-0336-LKA,Sri Lanka,2022,Cyclone,22338,0
2022-0798-LKA,Sri Lanka,2022,Cyclone,6500,0
2023-0654-LKA,Sri Lanka,2023,Flood,244504,0
2023-0256-LKA,Sri Lanka,2023,Cyclone,910,0
2023-0436-LKA,Sri Lanka,2023,Cyclone,6631,0
2023-0733-LKA,Sri Lanka,2023,Cyclone,34800,0
2023-0784-LKA,Sri Lanka,2023,Cyclone,2003,0
2024-0008-LKA,Sri Lanka,2024,Flood,175000,0
2024-0298-LKA,Sri Lanka,2024,Flood,235902,0
2024-0733-LKA,Sri Lanka,2024,Cyclone,155761,0
2024-0881-LKA,Sri Lanka,2024,Cyclone,441392,0
2001-0530-TJK,Tajikistan,2001,Flood,2190,0
2001-0756-TJK,Tajikistan,2001,Cyclone,830,234
2002-0015-TJK,Tajikistan,2002,Earthquake,1050,0
2002-0122-TJK,Tajikistan,2002,Earthquake,500,0
2002-0193-TJK,Tajikistan,2002,Flood,630,0
2002-0315-TJK,Tajikistan,2002,Flood,408,0
2002-0375-TJK,Tajikistan,2002,Flood,1500,0
2002-0475-TJK,Tajikistan,2002,Flood,1713,2836
2003-0273-TJK,Tajikistan,2003,Flood,1755,20000
2004-0147-TJK,Tajikistan,2004,Earthquake,180,0
2004-0342-TJK,Tajikistan,2004,Flood,400000,12000
2005-0304-TJK,Tajikistan,2005,Flood,3222,0
2005-0370-TJK,Tajikistan,2005,Flood,1890,50000
2006-0405-TJK,Tajikistan,2006,Earthquake,15427,22000
2007-0287-TJK,Tajikistan,2007,Earthquake,7003,0
2007-0196-TJK,Tajikistan,2007,Flood,17184,0
2007-0661-TJK,Tajikistan,2007,Flood,125,0
2008-9456-TJK,Tajikistan,2008,Drought,800000,0
2009-0176-TJK,Tajikistan,2009,Flood,15000,1000
2010-0002-TJK,Tajikistan,2010,Earthquake,7840,1500
2010-0174-TJK,Tajikistan,2010,Flood,1914,0
2010-0175-TJK,Tajikistan,2010,Flood,6708,204000
2011-0243-TJK,Tajikistan,2011,Earthquake,0,0
2011-0296-TJK,Tajikistan,2011,Flood,2130,0
2012-0151-TJK,Tajikistan,2012,Earthquake,2531,0
2012-0112-TJK,Tajikistan,2012,Flood,5556,760
2014-0122-TJK,Tajikistan,2014,Flood,7438,2000
2014-0204-TJK,Tajikistan,2014,Flood,5785,0
2015-0528-TJK,Tajikistan,2015,Earthquake,7976,5000
2015-0194-TJK,Tajikistan,2015,Flood,5401,0
2015-0286-TJK,Tajikistan,2015,Flood,5401,0
2016-0251-TJK,Tajikistan,2016,Earthquake,155,0
2016-0191-TJK,Tajikistan,2016,Flood,12750,0
2017-0251-TJK,Tajikistan,2017,Flood,700,0
2018-0207-TJK,Tajikistan,2018,Flood,5725,0
2019-0216-TJK,Tajikistan,2019,Flood,6750,0
2020-0527-TJK,Tajikistan,2020,Flood,2690,0
2021-0403-TJK,Tajikistan,2021,Earthquake,100,0
2021-0272-TJK,Tajikistan,2021,Flood,25010,9000
2023-0237-TJK,Tajikistan,2023,Earthquake,2205,0
2023-0570-TJK,Tajikistan,2023,Flood,0,0
2024-0284-TJK,Tajikistan,2024,Flood,40,0
2001-0361-VNM,Viet Nam,2001,Flood,175,0
2001-0492-VNM,Viet Nam,2001,Flood,1570270,84000
2001-0587-VNM,Viet Nam,2001,Flood,35006,4700
2001-0654-VNM,Viet Nam,2001,Flood,3000,0
2001-0318-VNM,Viet Nam,2001,Cyclone,117453,25000
2001-0436-VNM,Viet Nam,2001,Cyclone,10003,3200
2001-0624-VNM,Viet Nam,2001,Cyclone,73183,55000
2002-9132-VNM,Viet Nam,2002,Drought,1300000,200000
2002-0470-VNM,Viet Nam,2002,Flood,2000,2200
2002-0580-VNM,Viet Nam,2002,Flood,1138200,23900
2002-0610-VNM,Viet Nam,2002,Flood,291616,58000
2002-0725-VNM,Viet Nam,2002,Cyclone,1800,100
2003-0505-VNM,Viet Nam,2003,Flood,221774,32000
2003-0557-VNM,Viet Nam,2003,Flood,194049,35000
2003-0672-VNM,Viet Nam,2003,Flood,1000,38000
2003-0437-VNM,Viet Nam,2003,Cyclone,5018,0
2004-0328-VNM,Viet Nam,2004,Flood,5000,0
2004-0354-VNM,Viet Nam,2004,Flood,18,8000
2004-0735-VNM,Viet Nam,2004,Flood,30000,0
2004-0258-VNM,Viet Nam,2004,Cyclone,905,7000
2004-0580-VNM,Viet Nam,2004,Cyclone,500000,23000
2005-9277-VNM,Viet Nam,2005,Drought,410000,42120
2005-0315-VNM,Viet Nam,2005,Flood,593,0
2005-0584-VNM,Viet Nam,2005,Flood,10000,15000
2005-0628-VNM,Viet Nam,2005,Flood,33800,12000
2005-0694-VNM,Viet Nam,2005,Flood,18000,27000
2005-0822-VNM,Viet Nam,2005,Flood,30000,0
2005-0476-VNM,Viet Nam,2005,Cyclone,6500,0
2005-0536-VNM,Viet Nam,2005,Cyclone,8500,20000
2005-0540-VNM,Viet Nam,2005,Cyclone,337660,219250
2005-0611-VNM,Viet Nam,2005,Cyclone,15000,11000
2006-0366-VNM,Viet Nam,2006,Flood,100,1000
2006-0429-VNM,Viet Nam,2006,Flood,2000,0
2006-0446-VNM,Viet Nam,2006,Flood,50020,8000
2006-0451-VNM,Viet Nam,2006,Flood,0,0
2006-0736-VNM,Viet Nam,2006,Flood,0,0
2006-0211-VNM,Viet Nam,2006,Cyclone,1005,0
2006-0251-VNM,Viet Nam,2006,Cyclone,600000,0
2006-0362-VNM,Viet Nam,2006,Cyclone,2000,0
2006-0517-VNM,Viet Nam,2006,Cyclone,1467925,624000
2006-0648-VNM,Viet Nam,2006,Cyclone,1226360,456000
2006-0659-VNM,Viet Nam,2006,Cyclone,0,10000
2007-0323-VNM,Viet Nam,2007,Flood,416130,130000
2007-0512-VNM,Viet Nam,2007,Flood,22000,10000
2007-0522-VNM,Viet Nam,2007,Flood,94042,300000
2007-0531-VNM,Viet Nam,2007,Flood,280000,0
2007-0558-VNM,Viet Nam,2007,Flood,150000,350000
2007-0463-VNM,Viet Nam,2007,Cyclone,685430,191000
2008-0262-VNM,Viet Nam,2008,Flood,500,0
2008-0373-VNM,Viet Nam,2008,Flood,0,0
2008-0481-VNM,Viet Nam,2008,Flood,12004,4000
2008-0501-VNM,Viet Nam,2008,Flood,600000,479000
2008-0607-VNM,Viet Nam,2008,Flood,20000,0
2008-0329-VNM,Viet Nam,2008,Cyclone,57630,120000
2008-0426-VNM,Viet Nam,2008,Cyclone,58511,63000
2008-0437-VNM,Viet Nam,2008,Cyclone,31680,6500
2008-0540-VNM,Viet Nam,2008,Cyclone,0,0
2008-0552-VNM,Viet Nam,2008,Cyclone,8828,1000
2009-0247-VNM,Viet Nam,2009,Flood,700000,0
2009-0611-VNM,Viet Nam,2009,Flood,40000,0
2009-0414-VNM,Viet Nam,2009,Cyclone,2477315,785000
2009-0422-VNM,Viet Nam,2009,Cyclone,0,200
2009-0478-VNM,Viet Nam,2009,Cyclone,500145,280000
2010-0515-VNM,Viet Nam,2010,Flood,679825,142500
2010-0539-VNM,Viet Nam,2010,Flood,761000,154000
2010-0573-VNM,Viet Nam,2010,Flood,39008,107700
2010-0597-VNM,Viet Nam,2010,Flood,10000,256000
2010-0308-VNM,Viet Nam,2010,Cyclone,1500,500
2010-0332-VNM,Viet Nam,2010,Cyclone,12400,0
2010-0432-VNM,Viet Nam,2010,Cyclone,20700,44000
2011-0359-VNM,Viet Nam,2011,Flood,300000,44000
2011-0394-VNM,Viet Nam,2011,Flood,600000,175002
2011-0396-VNM,Viet Nam,2011,Flood,461584,0
2011-0232-VNM,Viet Nam,2011,Cyclone,63,0
2011-0576-VNM,Viet Nam,2011,Cyclone,0,0
2012-0351-VNM,Viet Nam,2012,Flood,17540,30000
2012-0259-VNM,Viet Nam,2012,Cyclone,3,0
2012-0294-VNM,Viet Nam,2012,Cyclone,60479,6800
2012-0406-VNM,Viet Nam,2012,Cyclone,278490,336000
2013-0266-VNM,Viet Nam,2013,Flood,5000,6500
2013-0333-VNM,Viet Nam,2013,Flood,0,0
2013-0380-VNM,Viet Nam,2013,Flood,0,0
2013-0412-VNM,Viet Nam,2013,Flood,1000,0
2013-0417-VNM,Viet Nam,2013,Flood,25000,0
2013-0443-VNM,Viet Nam,2013,Flood,2130001,72000
2013-0341-VNM,Viet Nam,2013,Cyclone,5011,1000
2013-0419-VNM,Viet Nam,2013,Cyclone,1835585,663230
2013-0430-VNM,Viet Nam,2013,Cyclone,109754,76000
2013-0433-VNM,Viet Nam,2013,Cyclone,13094,734000
2014-0227-VNM,Viet Nam,2014,Cyclone,36000,6200
2014-0390-VNM,Viet Nam,2014,Cyclone,11325,4500
2014-0474-VNM,Viet Nam,2014,Cyclone,750,0
2015-9617-VNM,Viet Nam,2015,Drought,1750000,6750000
2015-0292-VNM,Viet Nam,2015,Flood,15000,204000
2015-0460-VNM,Viet Nam,2015,Flood,100,0
2015-0252-VNM,Viet Nam,2015,Cyclone,115,0
2015-0620-VNM,Viet Nam,2015,Cyclone,0,218
2016-0400-VNM,Viet Nam,2016,Flood,659615,104280
2016-0497-VNM,Viet Nam,2016,Flood,562121,35000
2016-0517-VNM,Viet Nam,2016,Flood,206340,22000
2016-0573-VNM,Viet Nam,2016,Flood,509,0
2016-0268-VNM,Viet Nam,2016,Cyclone,191750,191000
2016-0362-VNM,Viet Nam,2016,Cyclone,610000,350000
2016-0371-VNM,Viet Nam,2016,Cyclone,182500,144000
2016-0379-VNM,Viet Nam,2016,Cyclone,11090,157
2017-0259-VNM,Viet Nam,2017,Flood,4104,355
2017-0270-VNM,Viet Nam,2017,Flood,400,1300
2017-0337-VNM,Viet Nam,2017,Flood,4161,88000
2017-0428-VNM,Viet Nam,2017,Flood,40038,88000
2017-0492-VNM,Viet Nam,2017,Flood,41500,0
2017-0281-VNM,Viet Nam,2017,Cyclone,21000,71000
2017-0352-VNM,Viet Nam,2017,Cyclone,1,1430000
2017-0406-VNM,Viet Nam,2017,Cyclone,692012,484000
2017-0422-VNM,Viet Nam,2017,Cyclone,4330000,1000000
2018-0204-VNM,Viet Nam,2018,Flood,16728,23000
2018-0369-VNM,Viet Nam,2018,Flood,6000,0
2018-0448-VNM,Viet Nam,2018,Flood,105000,25000
2018-0201-VNM,Viet Nam,2018,Cyclone,0,0
2018-0227-VNM,Viet Nam,2018,Cyclone,96000,220000
2018-0305-VNM,Viet Nam,2018,Cyclone,50000,2000
2018-0484-VNM,Viet Nam,2018,Cyclone,10028,17200
2019-9359-VNM,Viet Nam,2019,Drought,685558,0
2019-0265-VNM,Viet Nam,2019,Flood,265,0
2019-0380-VNM,Viet Nam,2019,Flood,1500,45000
2019-0393-VNM,Viet Nam,2019,Flood,61540,0
2019-0419-VNM,Viet Nam,2019,Flood,36450,13000
2019-0482-VNM,Viet Nam,2019,Flood,26255,0
2019-0534-VNM,Viet Nam,2019,Cyclone,20014,0
2019-0549-VNM,Viet Nam,2019,Cyclone,2150,4000
2020-0328-VNM,Viet Nam,2020,Flood,2621,22000
2020-0088-VNM,Viet Nam,2020,Cyclone,4652,1500
2020-0165-VNM,Viet Nam,2020,Cyclone,30013,0
2020-0307-VNM,Viet Nam,2020,Cyclone,10000,232
2020-0411-VNM,Viet Nam,2020,Cyclone,1500000,850000
2020-0425-VNM,Viet Nam,2020,Cyclone,70780,0
2020-0462-VNM,Viet Nam,2020,Cyclone,125000,33000
2020-0470-VNM,Viet Nam,2020,Cyclone,450000,540000
2020-0501-VNM,Viet Nam,2020,Cyclone,0,0
2020-0542-VNM,Viet Nam,2020,Cyclone,5000,5260
2020-0558-VNM,Viet Nam,2020,Cyclone,4,0
2021-0217-VNM,Viet Nam,2021,Flood,180,0
2021-0632-VNM,Viet Nam,2021,Flood,13603,0
2021-0763-VNM,Viet Nam,2021,Flood,300000,0
2021-0171-VNM,Viet Nam,2021,Cyclone,1000,0
2021-0327-VNM,Viet Nam,2021,Cyclone,750,10000
2021-0595-VNM,Viet Nam,2021,Cyclone,310,0
2021-0698-VNM,Viet Nam,2021,Cyclone,82500,7500
2021-0813-VNM,Viet Nam,2021,Cyclone,0,9000
2022-0172-VNM,Viet Nam,2022,Flood,226,0
2022-0320-VNM,Viet Nam,2022,Flood,2554,0
2022-0515-VNM,Viet Nam,2022,Flood,0,0
2022-0667-VNM,Viet Nam,2022,Flood,10000,0
2022-0795-VNM,Viet Nam,2022,Flood,10495,1500
2022-0292-VNM,Viet Nam,2022,Cyclone,500,0
2022-0613-VNM,Viet Nam,2022,Cyclone,54412,0
2022-0676-VNM,Viet Nam,2022,Cyclone,436978,65000
2023-0263-VNM,Viet Nam,2023,Flood,6540,0
2023-0488-VNM,Viet Nam,2023,Flood,2175,0
2023-0518-VNM,Viet Nam,2023,Flood,214535,0
2023-0635-VNM,Viet Nam,2023,Flood,1900,0
2023-0450-VNM,Viet Nam,2023,Cyclone,3,0
2023-0754-VNM,Viet Nam,2023,Cyclone,80000,0
2024-9277-VNM,Viet Nam,2024,Drought,266000,10000
2024-0358-VNM,Viet Nam,2024,Flood,9628,0
2024-0272-VNM,Viet Nam,2024,Cyclone,8320,10000
2024-0291-VNM,Viet Nam,2024,Cyclone,2128,0
2024-0393-VNM,Viet Nam,2024,Cyclone,401,0
2024-0654-VNM,Viet Nam,2024,Cyclone,3601978,2000000
2024-0695-VNM,Viet Nam,2024,Cyclone,1850,0
2024-0777-VNM,Viet Nam,2024,Cyclone,143429,20600
2001-0402-YEM,Yemen,2001,Flood,0,0
2001-0246-YEM,Yemen,2001,Cyclone,0,0
2001-0434-YEM,Yemen,2001,Cyclone,0,0
2002-0213-YEM,Yemen,2002,Flood,700,0
2002-0410-YEM,Yemen,2002,Flood,0,0
2002-0454-YEM,Yemen,2002,Flood,0,0
2002-0576-YEM,Yemen,2002,Flood,0,0
2003-0301-YEM,Yemen,2003,Flood,0,0
2005-0222-YEM,Yemen,2005,Flood,715,0
2005-0737-YEM,Yemen,2005,Flood,6,0
2006-0095-YEM,Yemen,2006,Flood,2000,0
2006-0165-YEM,Yemen,2006,Flood,320,0
2007-0024-YEM,Yemen,2007,Flood,2000,0
2007-0103-YEM,Yemen,2007,Flood,618,0
2007-0406-YEM,Yemen,2007,Flood,0,0
2008-0499-YEM,Yemen,2008,Flood,25064,400000
2010-0183-YEM,Yemen,2010,Flood,1002,0
2010-0320-YEM,Yemen,2010,Flood,0,0
2013-0319-YEM,Yemen,2013,Flood,49092,0
2015-0484-YEM,Yemen,2015,Cyclone,110065,200000
2015-0494-YEM,Yemen,2015,Cyclone,15000,0
2016-0120-YEM,Yemen,2016,Flood,29750,0
2017-0365-YEM,Yemen,2017,Flood,8,0
2018-0177-YEM,Yemen,2018,Cyclone,750,0
2018-0394-YEM,Yemen,2018,Cyclone,15124,0
2019-0213-YEM,Yemen,2019,Flood,80000,0
2019-0252-YEM,Yemen,2019,Flood,0,0
2019-0461-YEM,Yemen,2019,Flood,500,0
2020-0108-YEM,Yemen,2020,Flood,23129,10000
2020-0168-YEM,Yemen,2020,Flood,150030,10000
2020-0216-YEM,Yemen,2020,Flood,215,0
2020-0596-YEM,Yemen,2020,Flood,0,0
2021-0270-YEM,Yemen,2021,Flood,22380,0
2021-0449-YEM,Yemen,2021,Flood,205828,0
2022-0444-YEM,Yemen,2022,Flood,41000,0
2022-0456-YEM,Yemen,2022,Flood,175000,0
2022-0501-YEM,Yemen,2022,Flood,3400,0
2023-0384-YEM,Yemen,2023,Flood,308183,0
2023-0685-YEM,Yemen,2023,Cyclone,90150,0
2024-0282-YEM,Yemen,2024,Flood,39123,0
2024-0580-YEM,Yemen,2024,Flood,171316,0
2024-0649-YEM,Yemen,2024,Flood,1075,0
2024-0845-YEM,Yemen,2024,Flood,655646,0
